id,tvätt,valtyp,valsedelsuppgift
160,undersköterska,L,"Undersköterska, Västerås"
163,studerande,L,"Studerande, Västerås"
164,affärsrådgivare,L,"Affärsutvecklare, Västerås"
167,projektledare,L,"Projektledare, Västerås"
169,chef,L,"Gymnastikdirektör, Västerås"
171,studerande,L,"Studerande, Västerås"
172,pensionär,L,"Pensionär, Västerås"
180,civilingenjör,L,"Civilingenjör, Västerås"
183,affärsrådgivare,L,"Affärsutvecklare, Västerås"
184,undersköterska,L,"Undersköterska, Västerås"
185,studerande,L,"Studerande, Västerås"
186,handläggare,L,"Handläggare, Västerås"
187,civilingenjör,L,"Civilingenjör, Västerås"
602,riksdagsledamot,R,"riksdagsledamot, Värmlands län"
602,riksdagsledamot,R,"riksdagsledamot, Arvika"
605,riksdagsledamot,R,"riksdagsledamot, Karlstad"
606,egenföretagare,R,"egenföretagare, Grums"
606,egenföretagare,L,"egenföretagare, Grums"
607,egenföretagare,R,"egenföretagare, Karlstad"
607,egenföretagare,L,"egenföretagare, Karlstad"
608,politisk tjänsteman,R,"politisk sekreterare, Karlstad"
608,politisk tjänsteman,L,"politisk sekreterare, Karlstad"
611,personskadereglerare,R,"personskadereglerare, Eda"
612,studerande,R,"studerande, Karlstad"
613,utbildningsadministratör,R,"utbildningsledare, Torsby"
613,utbildningsadministratör,L,"utbildningsledare, Torsby"
615,lärare,R,"lärare, Karlstad"
615,lärare,L,"lärare, Karlstad"
616,chef,R,"enhetschef, Hammarö"
617,chef,R,"områdeschef, Karlstad"
617,chef,L,"områdeschef, Karlstad"
618,ordningsvakt,R,"väktare, Forshaga"
618,ordningsvakt,L,"väktare, Forshaga"
619,arbetsförmedlare,R,"arbetsförmedlare, Hagfors"
619,arbetsförmedlare,L,"arbetsförmedlare, Hagfors"
620,ekonom,R,"ekonom, Karlstad"
621,egenföretagare,R,"egenföretagare, Årjäng"
622,handläggare,R,"handläggare, Karlstad"
631,handläggare,L,"handläggare, Hammarö"
632,studerande,L,"studerande, Sunne"
634,egenföretagare,L,"egenföretagare, Filipstad"
638,civilingenjör,L,"civilingenjör, Karlstad"
647,studerande,L,"studerande, Karlstad"
651,lärare,L,"gymnasielärare, Hammarö"
652,tekniker,L,"tekniker, Karlstad"
655,egenföretagare,L,"företagare, Karlstad"
656,chef,L,"utvecklingschef, Karlstad"
660,civilingenjör,L,"civilingenjör, Karlstad"
662,egenföretagare,L,"egenföretagare, Karlstad"
663,fil. kand.,L,"fil.kand, Karlstad"
664,ekonom,L,"ekonom, Filipstad"
866,statsvetare,R,"53, Statsvetare"
867,projektledare,L,"47, Projektledare"
868,studerande,R,"23, Juriststudent"
869,målare,R,"44, Målare"
872,läkare,R,"49, Specialistläkare"
878,egenföretagare,R,"55, Företagare"
879,ingenjör,R,"45, Ingenjör"
1560,riksdagsledamot,R,"riksdagsledamot, Jönköpings län"
1560,riksdagsledamot,R,"39 år, Riksdagsledamot, Gränna"
1561,riksdagsledamot,R,"56 år, Riksdagsledamot, Vetlanda"
1562,lärare,R,"25 år, Gymnasielärare, Värnamo"
1563,regionråd,R,"50 år, Regionråd, Nässjö"
1563,regionråd,L,"50 år, Regionråd/jurist, Nässjö"
1563,jurist,R,"50 år, Regionråd, Nässjö"
1563,jurist,L,"50 år, Regionråd/jurist, Nässjö"
1564,kommunikatör,R,"45 år, Kommunikatör, Habo"
1564,kommunikatör,L,"45 år, Kommunikatör, Habo"
1648,egenföretagare,R,"44 år, Företagare, Jönköping"
1648,egenföretagare,L,"44 år, Företagare, Jönköping"
1649,studerande,R,"23 år, Studerande, Jönköping"
1649,studerande,L,"23 år, Studerande, Jönköping"
1650,rektor,R,"45 år, Rektor, Hult"
1651,kommunalråd,R,"52 år, Kommunalråd, Gislaved"
1651,kommunalråd,L,"52 år, Kommunalråd, Gislaved"
1652,kommunalråd,R,"60 år, Kommunalråd, Bankeryd"
1652,kommunalråd,L,"60 år, Kommunalråd, Bankeryd"
1653,kommunalråd,R,"58 år, Kommunalråd, Hok"
1653,kommunalråd,L,"58 år, Kommunalråd, Hok"
1654,kommunalråd,R,"45 år, Kommunalråd, Eksjö"
1655,egenföretagare,R,"23 år, Företagare, Vetlanda"
1656,entreprenör,R,"51 år, Entreprenör, Bankeryd"
1656,entreprenör,L,"51 år, Entreprenör, Bankeryd"
1659,industritekniker,R,"38 år, Industritekniker, Tranås"
1659,industritekniker,L,"38 år, Industri tekniker, Tranås"
1660,jurist,R,"77 år, Jur.kand, Stockaryd"
1661,vd,R,"59 år, VD, Värnamo"
1662,kommunstyrelsens ordförande,R,"46 år, Kommunstyrelsens ordförande, Gnosjö"
1662,kommunstyrelsens ordförande,L,"46 år, Kommunstyrelsens ordförande, Gnosjö"
1664,agronom,R,"58 år, Agronom, Aneby"
1664,agronom,L,"58 år, Agronom, Aneby"
1691,kommunikatör,R,"Kommunikatör, Kungsör"
1691,kommunikatör,L,"Kommunikatör, Kungsör"
1863,riksdagsledamot,R,"27 år, Riksdagsledamot, Lysekil"
1863,riksdagsledamot,R,"riksdagsledamot, 27 år, Lysekil"
1864,förbundsordförande,R,"74 år, F.d förbundsordförande, Åmål"
1864,förbundsordförande,R,"fd.förbundsordförande, 74 år, Åmål"
1865,oppositionsråd,R,"oppositionsråd, 26 år, Färgelanda"
1865,oppositionsråd,L,"oppositionsråd, 26 år, Färgelanda"
1866,miljöinspektör,R,"miljöinspektör, 40 år, Trollhättan"
1866,miljöinspektör,L,"miljöinspektör, 40 år, Trollhättan"
1867,egenföretagare,R,"företagare, 52 år, Strömstad"
1867,egenföretagare,L,"företagare, 52 år, Strömstad"
1868,verksamhetsutvecklare,R,"verksamhetsutvecklare, 48 år, Vänersborg"
1868,verksamhetsutvecklare,L,"verksamhetsutvecklare, 48 år, Vänersborg"
1869,assistent,R,"assistent, 56 år, Bengtsfors"
1869,assistent,L,"assistent, 56 år, Bengtsfors"
1870,assistent,R,"assistent, 37 år,Uddevalla"
1870,assistent,L,"assistent, 37 år, Uddevalla"
1871,förvaltningsadministratör,R,"förvaltningssekreterare, 54 år, Mellerud"
1872,bonde,R,"lantbrukare, 41 år, Vänersborg"
1873,sjuksköterska,R,"sjuksköterska, 59 år, Strömstad"
1873,sjuksköterska,L,"sjuksköterska, 59 år, Strömstad"
1874,försäljare,R,"försäljningschef, 50 år, Dals-Ed"
1874,försäljare,L,"försäljningschef, 50 år, Dals-Ed"
1875,lärare,R,"lärare, 49 år, Munkedal"
1875,lärare,L,"lärare, 49 år, Munkedal"
1876,köpman,R,"köpman, 66 år, Trollhättan"
1876,köpman,L,"köpman, 66 år, Trollhättan"
1877,agronom,R,"agronom, 62 år, Bengtsfors"
1877,agronom,L,"agronom, 62 år, Bengtsfors"
1878,ekonom,R,"ekonom, 67 år, Orust"
1878,ekonom,L,"marknadsekonom, 67 år, Orust"
1878,ekonom,R,"ekonom, 67 år, Orust"
1878,ekonom,L,"marknadsekonom, 67 år, Orust"
1879,bonde,R,"lantbrukare, 55 år, Trollhättan"
1879,bonde,L,"lantbrukare, 55 år, Trollhättan"
1881,bonde,R,"jordbrukare, 58 år, Tanum"
1882,organisationsutvecklare,R,"44 år, organisationsutvecklare"
1882,organisationsutvecklare,R,"44 år, Organisationsutvecklare"
1882,organisationsutvecklare,R,"organisationsutv., 44 år, Göteborg"
1882,organisationsutvecklare,L,"organisationsutv., 44 år, Göteborg"
1882,organisationsutvecklare,L,"44 år, organisationsutvecklare"
1882,organisationsutvecklare,R,"44 år, organisationsutvecklare"
1882,organisationsutvecklare,R,"44 år, Organisationsutvecklare"
1882,organisationsutvecklare,R,"organisationsutv., 44 år, Göteborg"
1882,organisationsutvecklare,L,"organisationsutv., 44 år, Göteborg"
1882,organisationsutvecklare,L,"44 år, organisationsutvecklare"
1883,egenföretagare,R,"egenföretagare, 60 år, Sotenäs"
1883,egenföretagare,L,"egenföretagare, 60 år, Sotenäs"
1884,bonde,R,"lantbrukare, 68 år, Vänersborg"
1884,bonde,L,"lantbrukare, 68 år, Vänersborg"
1885,bonde,R,"lantbrukare,67 år, Uddevalla"
1885,bonde,L,"lantbrukare, 67 år, Uddevalla"
1886,egenföretagare,R,"egenföretagare, 47 år, Lysekil"
1886,egenföretagare,L,"egen företagare, 47 år, Lysekil"
1886,egenföretagare,R,"egenföretagare, 47 år, Lysekil"
1886,egenföretagare,L,"egen företagare, 47 år, Lysekil"
1887,verksamhetssamordnare,R,"verksamhetskoordinator, 21 år, Munkedal"
1887,verksamhetssamordnare,L,"verksamhetskoordinator, 21 år, Munkedal"
1888,politisk tjänsteman,R,"30 år, tjänsteman"
1888,politisk tjänsteman,R,"30 år, Tjänsteman"
1888,politisk tjänsteman,R,"politisk sekreterare, 30 år, Göteborg"
1888,politisk tjänsteman,L,"politisk sekreterare, 30 år, Göteborg"
1888,politisk tjänsteman,L,"30 år, tjänsteman"
1888,tjänsteman,R,"30 år, tjänsteman"
1888,tjänsteman,R,"30 år, Tjänsteman"
1888,tjänsteman,R,"politisk sekreterare, 30 år, Göteborg"
1888,tjänsteman,L,"politisk sekreterare, 30 år, Göteborg"
1888,tjänsteman,L,"30 år, tjänsteman"
1889,revisor,R,"revisor, 31 år, Trollhättan"
1889,revisor,L,"revisor, 31 år, Trollhättan"
1890,personlig assistent,R,"personlig assistent, 37 år, Tanum"
1890,personlig assistent,L,"personlig assistent, 37 år, Tanum"
1891,egenföretagare,R,"egenföretagare, 55 år, Munkedal"
1891,egenföretagare,L,"egen företagare, 55 år, Munkedal"
1891,egenföretagare,R,"egenföretagare, 55 år, Munkedal"
1891,egenföretagare,L,"egen företagare, 55 år, Munkedal"
1892,studerande,R,"studerande, 21 år, Lysekil"
1892,studerande,L,"studerande, 21 år, Lysekil"
1893,elektriker,R,"elektriker, 54 år, Munkedal"
1893,elektriker,L,"elektriker, 54 år, Munkedal"
1894,ingenjör,R,"kemiingenjör, 37 år, Tanum"
1894,ingenjör,L,"kemiingenjör, 37 år, Tanum"
1895,militär,R,"officer, 34 år, Tanum"
1896,entreprenör,R,"entreprenör, 49 år, Sotenäs"
1896,entreprenör,L,"entreprenör, 49 år, Sotenäs"
1897,handläggare,R,"handläggare, 64 år, Tanum"
1897,handläggare,L,"handläggare, 64 år, Tanum"
1898,psykolog,R,"leg.psykolog, 63 år, Uddevalla"
1898,psykolog,L,"leg.psykolog, 63 år, Uddevalla"
1899,samhällsvägledare,R,"samhällsvägledare, 54 år, Uddevalla"
1899,samhällsvägledare,L,"samhällsvägledare, 54 år, Uddevalla"
1900,egenföretagare,R,"egenföretagare, 73 år, Strömstad"
1900,egenföretagare,L,"egenföretagare, 73 år, Strömstad"
1901,lastbilsförare,R,"lastbilskörande bonde, 63 år, Bengtsfors"
1901,lastbilsförare,L,"lastbilskörande bonde, 63 år, Bengtsfors"
1941,regionråd,L,"regionråd, 50 år, Uddevalla"
1943,chef,L,"gruppledare, 65 år, Uddevalla"
1944,ekonom,L,"ekonom, 56 år, Färgelanda"
1947,sjuksköterska,L,"sjuksköterska, 67 år, Åmål"
1949,affärsanalytiker,L,"affärsanalytiker, 64 år, Mellerud"
1951,lärare,L,"lärare, 64 år, Orust"
1952,polis,L,"fd.polis, 71 år, Tanum"
1958,skogsbrukare,L,"skogsbrukare, 64 år, Strömstad"
1966,pensionär,L,"pensionär, 69 år, Trollhättan"
1968,handläggare,L,"handläggare, 60 år, Tanum"
1970,processledare,L,"processledare, 51 år, Uddevalla"
1971,ambulanssjukvårdare,L,"ambulanssjuksköterska, 53 år, Orust"
1974,lantmästare,L,"lantmästare, 77 år, Uddevalla"
1980,inköpsanalytiker,L,"inköpsanalytiker, 35 år, Trollhättan"
1982,pensionär,L,"pensionär, 66 år, Tanum"
1983,bonde,L,"jordbrukare, 66 år, Tanum"
1986,ekonom,L,"ekonom, 65 år, Uddevalla"
1988,kock,L,"kock, 35 år, Uddevalla"
1990,verksamhetsutvecklare,L,"verksamhetsutvecklare, 60 år, Högsäter"
1991,pensionär,L,"pensionär, 74 år, Åmål"
2173,polis,L,"polisinspektör, Katrineholm"
2175,sekreterare,R,"läkarsekreterare, Sparreholm"
2175,sekreterare,L,"läkarsekreterare, Sparreholm"
2177,pensionär,R,"pensionär, Trosa"
2177,pensionär,L,"pensionär, Trosa"
2178,biolog,R,"biolog, Eskilstuna"
2178,biolog,L,"biolog, Eskilstuna"
2179,upphandlare,R,"upphandlare, Nyköping"
2179,upphandlare,L,"upphandlare, Nyköping"
2180,arbetare,R,"livsmedelsarbetare, Eskilstuna"
2180,arbetare,L,"livsmedelsarbetare, Eskilstuna"
2181,lärare,L,"lärare, Stjärnhov/Gnesta"
2182,ordningsvakt,R,"skyddsvakt, Malmköping"
2182,ordningsvakt,L,"skyddsvakt, Malmköping"
2183,undersköterska,L,"specialistundersköterska, Nyköping"
2184,lärare,L,"gymnasielärare, Strängnäs"
2185,sjuksköterska,L,"distriktssköterska, Vingåker"
2186,pensionär,L,"pensionerad VD, Katrineholm"
2187,ekonom,R,"ekonom, Eskilstuna"
2187,ekonom,L,"ekonom, Eskilstuna"
2188,ekonom,R,"marknadsekonom, Strängnäs"
2188,ekonom,L,"marknadsekonom, Strängnäs"
2189,pensionär,L,"pensionär, Nyköping"
2190,arbetsterapeut,L,"leg. arbetsterapeut, Malmköping"
2191,jurist,R,"jurist, Katrineholm"
2191,jurist,L,"jurist, Katrineholm"
2192,sjuksköterska,L,"distriktssköterska, Trosa"
2194,studievägledare,L,"studiehandledare, Katrineholm"
2197,volontär,L,"volontär, Vingåker"
2198,kommunpolitiker,L,"kommunpolitiker, Trosa"
2201,lärare,R,"lärare, Katrineholm"
2201,lärare,L,"lärare, Katrineholm"
2202,företagsledare,L,"företagsledare, Eskilstuna"
2203,ekonom,R,"redovisningsekonom, Oxelösund"
2203,ekonom,L,"redovisningsekonom, Oxelösund"
2244,politisk tjänsteman,L,"politisk sekreterare, Södertälje"
2584,chef,R,"gruppledare, Eskilstuna"
2584,chef,R,"kommunal gruppledare, Eskilstuna"
2588,ekonom,R,"ekonom, Strängnäs"
2589,lärare,R,"gymnasielärare, Eskilstuna"
2591,lärare,R,"lärare, Vingåker"
2592,kulturarbetare,R,"kulturgeograf, Gnesta"
2594,lärare,R,"lärare, Solna"
2941,facklig företrädare,R,"29 år, Ombudsman, Mark"
2941,facklig företrädare,R,"29 år, Björketorp"
2942,lärare,R,"41 år, Lärare, Tranemo"
2942,lärare,R,"41 år, Grimsås"
2942,lärare,L,"41 år, Grimsås"
3190,egenföretagare,L,"Företagare, Skinnskatteberg"
3196,riksdagsledamot,R,"53 år, Riksdagsledamot, Skövde"
3196,riksdagsledamot,R,"Riksdagledamot/lärare, Skövde, 53år"
3197,egenföretagare,R,"46 år, Företagare, Lidköping"
3197,egenföretagare,R,"Företagare, Lidköping, 46 år"
3197,egenföretagare,L,"Företagare, Lidköping, 46 år"
3198,statsvetare,R,"Statsvetare, Vara, 25 år"
3199,egenföretagare,R,"Landsbygdsföretagare,Skövde, 53 år"
3200,kommunalråd,R,"Kommunalråd, Falköping, 49 år"
3200,kommunalråd,L,"Kommunalråd, Falköping, 49 år"
3201,civilingenjör,R,"Civilingenjör, Grästorp, 45 år"
3202,präst,R,"Präst, Mariestad, 65 år"
3203,ekonom,R,"Marknadsekonom, Skara, 54 år"
3203,ekonom,L,"Marknadsekonom,Skara, 54 år"
3204,bonde,R,"Lantbrukare, Falköping, 59 år"
3204,bonde,L,"Lantbrukare, Falköping, 59 år"
3205,pensionär,R,"Pensionär, Karlsborg, 65 år"
3205,pensionär,L,"Pensionär, Karlsborg, 65 år"
3206,egenföretagare,R,"Företagare,Hjo, 48 år"
3208,företagsrådgivare,R,"företagsrådgivare, Lidköping, 43 år"
3209,bonde,R,"Lantbruksföretagare, Vara, 55 år"
3210,oppositionsråd,R,"Oppositionsråd,Götene, 59 år"
3210,oppositionsråd,L,"Oppositionsråd, Götene, 59 år"
3211,bonde,R,"Lantbrukare,Töreboda, 45 år"
3211,bonde,L,"Lantbrukare, Töreboda, 45 år"
3212,regionfullmäktigeledamot,R,"Regionfullmäktigeledamot,Falköping, 64 år"
3212,regionfullmäktigeledamot,L,"Regionfullmäktigeledamot,Falköping, 64 år"
3213,sjuksköterska,R,"Operationssjuksköterska,Skara, 46 år"
3214,lärare,R,"Lärare, Tidaholm, 32 år"
3215,behandlare,R,"Behandlingsassistent, Vara, 28 år"
3215,behandlare,L,"Behandlingsassistent,Vara, 28 år"
3216,förskolelärare,R,"Förskollärare, Götene, 47 år"
3216,förskolelärare,L,"Förskollärare, Götene, 47 år"
3218,bonde,R,"Lantbruksföretagare, Lidköping, 34 år"
3218,bonde,L,"Lantbruksföretagare, Lidköping, 34 år"
3219,civilingenjör,R,"Civilingenjör, Töreboda, 27 år"
3219,civilingenjör,L,"Civilingenjör, Töreboda, 27 år"
3220,lärare,R,"Lärare, Falköping, 42 år"
3220,lärare,L,"Lärare, Falköping, 42 år"
3221,landskapsarkitekt,R,"Landskapsarkitekt, Skara, 30 år"
3221,landskapsarkitekt,L,"Landskapsarkitekt,Skara, 30 år"
3222,bonde,R,"Lantbrukare, Gullspång, 66 år"
3223,oppositionsråd,R,"Oppositionsråd, Karlsborg, 45 år"
3223,oppositionsråd,L,"Oppositionsråd,Karlsborg, 45 år"
3224,rektor,R,"Rektor, Mariestad, 52 år"
3224,rektor,L,"Rektor, Mariestad, 52 år"
3225,handelsutvecklare,R,"E-handelsutvecklare,Lidköping, 34 år"
3225,handelsutvecklare,L,"E-handelsutvecklare, Lidköping, 35 år"
3226,landsbygdsutvecklare,R,"Landsbygdsutvecklare, Grästorp, 36 år"
3227,projektledare,R,"Projektledare,Skövde, 47 år"
3227,projektledare,L,"Projektledare, Skövde, 47 år"
3228,handlare,R,"Handlare, Tibro, 42 år"
3228,handlare,L,"Handlare, Tibro, 42 år"
3229,egenföretagare,R,"Egenföretagare, Vara, 40 år"
3229,egenföretagare,L,"Egenföretagare,Vara, 40 år"
3230,skogsbrukare,R,"Skogsbruksplanläggare,Karlsborg, 61 år"
3230,skogsbrukare,L,"Skogsbruksplanläggare, Karlsborg, 61 år"
3231,församlingsvärdinna,R,"Församlingsvärdinna,Götene, 42 år"
3232,civilekonom,R,"Civilekonom, Skara, 54 år"
3233,chef,R,"Administrativ chef, Tibro, 57 år"
3235,rektor,R,"Rektor, Essunga, 36 år"
3239,arbetsförmedlare,L,"Arbetsförmedlare, Hjo, 64 år"
3241,kommunalråd,L,"Kommunalråd, Skövde, 46 år"
3243,undersköterska,L,"Undersköterska, Gullspång, 58 år"
3244,diakon,L,"Sjukhusdiakon,Grästorp, 55 år"
3246,chef,L,"Områdeschef, Skövde, 46 år"
3252,bankir,L,"Banktjänsteman ,Skara, 56 år"
3253,it-specialist,L,"It-konsult, Vara, 42 år"
3254,tjänsteman,L,"Tjänsteman, Skövde, 66 år"
3257,pensionär,L,"Lantmästare/Pensionär, Vara, 70 år"
3258,undersköterska,L,"Undersköterska, Mariestad, 42 år"
3260,bonde,L,"Lantbrukare, Tidaholm, 51 år"
3262,driftkoordinator,L,"Driftkoordinator, Skara, 40 år"
3266,köpman,L,"Köpman, Lidköping, 64 år"
3268,egenföretagare,L,"Egenföretagare, Mariestad, 59 år"
3269,god man,L,"Godman,Tidaholm, 62 år"
3270,pedagog,L,"Pedagog, Grästorp, 42 år"
3272,agronom,L,"Agronom,Götene, 69 år"
3275,säljare,L,"Säljare, Vara, 55 år"
3316,riksdagsledamot,R,"riksdagsledamot, Östergötlands län"
3316,riksdagsledamot,R,"Riksdagsledamot/Juris doktor, 45 år, Norrköping"
3317,studerande,R,"Filosofie studerande, 23 år, Linköping"
3317,studerande,L,"23 år, Filosofie studerande"
3319,lantmästare,R,"Lantmästare, 38 år, Ödeshög"
3320,ingenjör,R,"Bergsingenjör, 74 år, Linköping"
3320,ingenjör,L,"74 år, Bergsingenjör"
3323,polis,R,"Polis, 33 år, Söderköping"
3324,chef,R,"Platschef, 40 år, Borensberg"
3326,militär,R,"Soldat, 23 år, Linköping"
3327,civilingenjör,R,"Civilingenjör, 67 år, Norrköping"
3327,civilingenjör,L,"Civilingenjör, 67 år, Lindö"
3328,skogsbrukare,R,"Skogsbrukare, 68 år, Kinda"
3328,skogsbrukare,L,Kinda
3331,senior,R,"Senior, 70 år, Linköping"
3332,ingenjör,R,"Ingenjör, 51 år, Vadstena"
3332,ingenjör,L,Vadstena
3333,ingenjör,R,"Byggnadsingenjör, 77 år, Norrköping"
3335,egenföretagare,R,"Företagare, 46 år, Finspång"
3336,ingenjör,R,"Ingenjör/manager, 44 år, Linköping"
3336,ingenjör,L,"44 år, Ingenjör/Global Manager"
3337,kommunalråd,R,"Kommunalråd, 40 år, Ydre"
3338,pensionär,R,"Pensionär, 81 år, Boxholm"
3339,kock,R,"Kock, 45 år, Motala"
3339,kock,L,"Kock, Motala"
3347,analytiker,L,"Analytiker, Nykyrka"
3348,bonde,L,"Lantbrukare, Klockrike"
3352,tandläkare,L,"Tandläkare, Motala"
3354,pensionär,L,"Pensionär, Motala"
3358,medierådgivare,L,"Medierådgivare, Motala"
3788,oppositionsråd,L,"Oppositionsråd, 65 år, Kneippen"
3789,fastighetskonsult,L,"Fastighetsstrateg, 54 år, Söderstaden"
3795,projektledare,L,"Projektledare, 37 år, Innerstaden"
3798,studerande,L,"MUF, Studerande, 21 år, Åby"
3800,undersköterska,L,"Undersköterska, 48 år, Lagerlunda"
3801,sjuksköterska,L,"Sjuksköterska, 72 år, Skarphagen"
3802,egenföretagare,L,"Företagare, 53 år, Lindö"
3807,studerande,L,"Socionomstudent, 45 år, Klockaretorpet"
3818,handläggare,L,"Handläggare, 52 år, Skärblacka"
3819,egenföretagare,L,"Företagare, 67 år, Lindö"
3820,egenföretagare,L,"Företagare, 56 år,  Kolmården"
3821,fysioterapeut,L,"Fysioterapeut, 66 år, Saltängen"
3822,läkare,L,"Överläkare, 61 år, Lindö"
3823,civilingenjör,L,"Civilingenjör, 76 år, Eksund"
3826,försäkringsrådgivare,L,"Försäkringshandläggare, 62 år, Djurön"
3827,beteendevetare,L,"Beteendevetare, 72 år, Lindö"
3828,egenföretagare,L,"Företagare, 72 år, Haga"
3830,ingenjör,L,"Ingenjör, 72 år, Kolmården"
3833,egenföretagare,L,"Företagare, 67 år, Vikbolandet"
3834,lärare,L,"Gymnasielärare, 70 år, Skarphagen"
3837,lärare,L,"Lärare, 51 år, Lindö"
3845,egenföretagare,L,"Företagare, 42 år, Haga"
3850,pensionär,L,"Pensionär, 74 år, Vilbergen"
4161,provingenjör,L,"29, provingenjör, Södertälje"
4170,riksdagsledamot,R,"48, riksdagsledamot"
4172,landstingsråd,R,"58, landstingsråd"
4174,riksdagsledamot,R,"37, riksdagsledamot"
4175,riksdagsledamot,R,"28, riksdagsledamot"
4176,kriminalvårdare,R,"43, kriminalvårdare"
4177,riksdagsledamot,R,"43, riksdagsledamot"
4179,statlig tjänsteman,R,"30, statstjänsteman"
4180,kommunikationsansvarig,R,"38, kommunikationschef"
4180,kommunikationsansvarig,L,"38, Södermalm, kommunikationschef"
4181,pensionär,R,"74, pensionär"
4183,förbundssekreterare,R,"27, förbundssekreterare"
4185,kommunikatör,R,"28, kommunikationsstrateg"
4186,pedagog,R,"26, pedagog"
4187,pensionär,R,"74, pensionär"
4189,undersköterska,R,"59, undersköterska"
4190,facklig företrädare,R,"55, ombudsman"
4190,facklig företrädare,L,"55, Liljeholmen, ombudsman"
4191,utredare,R,"28, utredare"
4191,utredare,L,"28, Kungsholmen, utredare"
4192,målare,R,"30, målare"
4193,analytiker,R,"44, analytiker"
4193,analytiker,L,"44, Östermalm, analytiker"
4194,egenföretagare,R,"60, småföretagare"
4195,lärare,R,"39, lärare"
4196,vd,R,"48, VD"
4197,kriminolog,R,"46, kriminolog"
4197,kriminolog,L,"46, Skarpnäck, kriminolog"
4198,servicekonsulent,R,"43, servicekonsulent"
